核销ID,订单ID,老人ID,核销时间,核销方式,操作人
V003964,O003964,E0215,2026-02-04 11:51,人脸识别,系统
V003965,O003965,E0062,2026-01-22 12:11,刷卡,系统
V003966,O003966,E0160,2025-12-18 06:57,手工核销,操作员4
V003967,O003967,E0010,2025-12-26 19:32,人脸识别,系统
V003968,O003968,E0087,2026-04-11 19:19,刷卡,系统
V003969,O003969,E0266,2026-01-11 17:53,手工核销,操作员4
V003970,O003970,E0147,2026-04-05 11:33,人脸识别,系统
V003971,O003971,E0065,2026-03-27 17:22,人脸识别,系统
V003972,O003972,E0116,2026-04-13 13:18,人脸识别,系统
V003973,O003973,E0081,2026-03-12 12:55,人脸识别,系统
V003974,O003974,E0021,2026-04-16 19:35,人脸识别,系统
V003975,O003975,E0133,2026-04-27 07:56,刷卡,系统
V003976,O003976,E0174,2026-01-07 13:43,人脸识别,系统
V003977,O003977,E0133,2026-01-19 13:00,人脸识别,系统
V003978,O003978,E0036,2026-01-29 18:09,人脸识别,系统
V003979,O003979,E0061,2026-04-20 17:00,刷卡,系统
V003980,O003980,E0070,2026-03-29 13:04,人脸识别,系统
V003981,O003981,E0265,2026-03-09 18:56,人脸识别,系统
V003982,O003982,E0299,2026-03-04 12:21,手工核销,操作员1
V003983,O003983,E0005,2026-05-19 12:42,人脸识别,系统
V003984,O003984,E0033,2026-02-06 12:01,人脸识别,系统
V003985,O003985,E0293,2026-05-02 18:08,人脸识别,系统
V003986,O003986,E0268,2026-05-08 08:43,人脸识别,系统
V003987,O003987,E0231,2026-04-19 12:06,人脸识别,系统
V003988,O003988,E0055,2026-02-02 08:47,刷卡,系统
V003989,O003989,E0033,2026-02-17 11:20,人脸识别,系统
V003990,O003990,E0009,2026-01-22 12:06,刷卡,系统
V003991,O003991,E0269,2025-12-26 13:58,人脸识别,系统
V003992,O003992,E0230,2026-04-17 11:08,人脸识别,系统
V003993,O003993,E0108,2026-04-19 19:55,人脸识别,系统
V003994,O003994,E0095,2026-04-29 17:39,人脸识别,系统
V003995,O003995,E0101,2026-05-30 18:08,人脸识别,系统
V003996,O003996,E0213,2025-12-21 12:58,手工核销,操作员1
V003997,O003997,E0280,2026-05-12 06:50,人脸识别,系统
V003998,O003998,E0080,2026-02-09 12:48,人脸识别,系统
V003999,O003999,E0214,2026-02-20 17:11,人脸识别,系统
V004000,O004000,E0276,2026-05-04 11:43,人脸识别,系统
V004001,O004001,E0254,2026-01-29 17:35,刷卡,系统
V004002,O004002,E0125,2026-03-09 06:08,人脸识别,系统
V004003,O004003,E0045,2026-01-16 12:09,人脸识别,系统
V004004,O004004,E0013,2026-04-22 17:48,刷卡,系统
V004005,O004005,E0058,2025-12-06 13:09,人脸识别,系统
V004006,O004006,E0057,2025-12-10 11:43,人脸识别,系统
V004007,O004007,E0017,2026-03-30 12:16,刷卡,系统
V004008,O004008,E0120,2025-12-08 12:37,人脸识别,系统
V004009,O004009,E0074,2025-12-23 11:03,人脸识别,系统
V004010,O004010,E0015,2026-03-14 07:15,人脸识别,系统
V004011,O004011,E0191,2026-04-03 18:48,刷卡,系统
V004012,O004012,E0139,2026-01-03 11:47,人脸识别,系统
V004013,O004013,E0109,2026-01-10 12:35,刷卡,系统
V004014,O004014,E0030,2026-05-17 12:26,刷卡,系统
V004015,O004015,E0021,2025-12-11 17:05,刷卡,系统
V004016,O004016,E0035,2025-12-01 13:39,手工核销,操作员2
V004017,O004017,E0084,2026-05-07 18:08,刷卡,系统
V004018,O004018,E0288,2026-05-20 12:57,人脸识别,系统
V004019,O004019,E0164,2026-02-20 11:31,刷卡,系统
V004020,O004020,E0239,2025-12-12 11:37,刷卡,系统
V004021,O004021,E0087,2026-01-22 11:29,人脸识别,系统
V004022,O004022,E0197,2025-12-08 13:13,刷卡,系统
V004023,O004023,E0024,2026-05-24 12:44,人脸识别,系统
V004024,O004024,E0134,2025-12-09 12:49,刷卡,系统
V004025,O004025,E0199,2025-12-09 13:28,刷卡,系统
V004026,O004026,E0198,2026-04-08 17:27,刷卡,系统
V004027,O004027,E0004,2026-05-21 13:21,刷卡,系统
V004028,O004028,E0170,2026-01-28 13:30,刷卡,系统
V004029,O004029,E0131,2026-03-16 19:16,人脸识别,系统
V004030,O004030,E0043,2025-12-09 13:16,刷卡,系统
V004031,O004031,E0135,2026-04-04 07:48,手工核销,操作员4
V004032,O004032,E0116,2025-12-16 17:53,刷卡,系统
V004033,O004033,E0200,2026-01-07 11:14,刷卡,系统
V004034,O004034,E0182,2026-04-18 19:46,手工核销,操作员2
V004035,O004035,E0263,2026-05-02 08:31,手工核销,操作员1
V004036,O004036,E0045,2026-01-28 06:27,人脸识别,系统
V004037,O004037,E0229,2025-12-29 07:10,手工核销,操作员1
V004038,O004038,E0155,2026-05-17 13:38,刷卡,系统
V004039,O004039,E0121,2025-12-08 08:16,人脸识别,系统
V004040,O004040,E0223,2026-03-08 07:11,人脸识别,系统
V004041,O004041,E0288,2026-04-13 19:50,刷卡,系统
V004042,O004042,E0016,2026-05-22 18:50,刷卡,系统
V004043,O004043,E0065,2026-03-19 17:38,人脸识别,系统
V004044,O004044,E0098,2026-05-30 19:51,人脸识别,系统
V004045,O004045,E0126,2026-03-18 11:08,刷卡,系统
V004046,O004046,E0052,2026-04-28 19:24,手工核销,操作员4
V004047,O004047,E0083,2026-01-26 12:25,刷卡,系统
V004048,O004048,E0183,2025-12-29 13:03,刷卡,系统
V004049,O004049,E0110,2025-12-04 19:18,人脸识别,系统
V004050,O004050,E0017,2025-12-06 13:12,人脸识别,系统
V004051,O004051,E0129,2026-04-03 17:28,人脸识别,系统
V004052,O004052,E0264,2026-04-13 13:53,人脸识别,系统
V004053,O004053,E0193,2026-01-22 08:46,人脸识别,系统
V004054,O004054,E0284,2026-04-11 08:08,人脸识别,系统
V004055,O004055,E0280,2025-12-09 07:41,人脸识别,系统
V004056,O004056,E0181,2026-02-07 17:39,手工核销,操作员4
V004057,O004057,E0022,2026-02-12 19:06,人脸识别,系统
V004058,O004058,E0096,2026-03-21 11:06,人脸识别,系统
V004059,O004059,E0268,2026-02-25 13:20,人脸识别,系统
V004060,O004060,E0114,2025-12-22 13:08,人脸识别,系统
V004061,O004061,E0191,2026-01-06 18:49,刷卡,系统
V004062,O004062,E0051,2026-02-09 13:44,人脸识别,系统
V004063,O004063,E0287,2025-12-06 19:26,刷卡,系统
V004064,O004064,E0286,2026-01-20 11:47,刷卡,系统
V004065,O004065,E0024,2026-03-09 18:20,刷卡,系统
V004066,O004066,E0051,2026-05-27 13:04,人脸识别,系统
V004067,O004067,E0100,2026-03-06 11:04,刷卡,系统
V004068,O004068,E0277,2026-04-21 12:07,人脸识别,系统
V004069,O004069,E0191,2025-12-11 18:14,刷卡,系统
V004070,O004070,E0255,2025-12-10 17:12,刷卡,系统
V004071,O004071,E0151,2025-12-13 13:32,刷卡,系统
V004072,O004072,E0241,2026-03-31 13:43,人脸识别,系统
V004073,O004073,E0061,2026-05-11 18:58,手工核销,操作员2
V004074,O004074,E0238,2025-12-01 18:46,人脸识别,系统
V004075,O004075,E0046,2025-12-24 12:31,人脸识别,系统
V004076,O004076,E0232,2025-12-05 06:35,刷卡,系统
V004077,O004077,E0014,2026-05-09 07:48,人脸识别,系统
V004078,O004078,E0293,2025-12-12 17:52,刷卡,系统
V004079,O004079,E0172,2026-05-29 06:22,人脸识别,系统
V004080,O004080,E0120,2025-12-03 12:33,刷卡,系统
V004081,O004081,E0123,2026-02-23 13:17,人脸识别,系统
V004082,O004082,E0163,2026-03-27 11:11,手工核销,操作员2
V004083,O004083,E0190,2026-04-01 13:22,刷卡,系统
V004084,O004084,E0176,2025-12-24 12:01,人脸识别,系统
V004085,O004085,E0055,2026-01-17 13:43,刷卡,系统
V004086,O004086,E0279,2026-01-20 18:26,刷卡,系统
V004087,O004087,E0003,2026-05-24 19:49,刷卡,系统
V004088,O004088,E0162,2026-05-27 07:30,刷卡,系统
V004089,O004089,E0071,2026-03-28 06:47,刷卡,系统
V004090,O004090,E0261,2026-03-06 11:21,人脸识别,系统
V004091,O004091,E0194,2026-02-14 18:04,人脸识别,系统
V004092,O004092,E0110,2025-12-06 18:16,手工核销,操作员3
V004093,O004093,E0050,2026-03-10 18:42,刷卡,系统
V004094,O004094,E0268,2026-01-07 17:06,人脸识别,系统
V004095,O004095,E0262,2026-03-02 12:17,人脸识别,系统
V004096,O004096,E0159,2026-04-20 08:01,刷卡,系统
V004097,O004097,E0127,2026-04-29 13:30,手工核销,操作员4
V004098,O004098,E0067,2026-04-09 17:27,手工核销,操作员5
V004099,O004099,E0140,2026-03-03 11:02,人脸识别,系统
V004100,O004100,E0277,2026-02-15 17:08,人脸识别,系统
V004101,O004101,E0099,2025-12-13 17:32,人脸识别,系统
V004102,O004102,E0025,2025-12-29 19:27,刷卡,系统
V004103,O004103,E0073,2026-05-11 07:27,手工核销,操作员3
V004104,O004104,E0048,2026-04-26 08:55,人脸识别,系统
V004105,O004105,E0157,2026-04-16 17:17,人脸识别,系统
V004106,O004106,E0278,2026-03-26 06:14,人脸识别,系统
V004107,O004107,E0262,2026-03-05 06:10,刷卡,系统
V004108,O004108,E0240,2026-05-10 19:24,人脸识别,系统
V004109,O004109,E0120,2025-12-24 18:04,刷卡,系统
V004110,O004110,E0032,2026-05-22 13:40,人脸识别,系统
V004111,O004111,E0209,2026-04-09 18:45,人脸识别,系统
V004112,O004112,E0229,2026-02-17 06:26,刷卡,系统
V004113,O004113,E0124,2026-01-26 12:11,人脸识别,系统
V004114,O004114,E0217,2026-03-05 12:09,人脸识别,系统
V004115,O004115,E0042,2026-01-26 17:08,手工核销,操作员4
V004116,O004116,E0098,2026-04-23 07:52,人脸识别,系统
V004117,O004117,E0178,2026-03-17 13:01,刷卡,系统
V004118,O004118,E0193,2026-02-17 11:08,人脸识别,系统
V004119,O004119,E0041,2026-04-13 17:46,人脸识别,系统
V004120,O004120,E0210,2025-12-14 13:55,人脸识别,系统
V004121,O004121,E0115,2025-12-27 11:50,人脸识别,系统
V004122,O004122,E0274,2026-01-07 11:15,刷卡,系统
V004123,O004123,E0139,2026-04-26 11:00,刷卡,系统
V004124,O004124,E0028,2026-05-14 13:20,人脸识别,系统
V004125,O004125,E0073,2026-04-06 19:49,人脸识别,系统
V004126,O004126,E0172,2025-12-04 13:56,人脸识别,系统
V004127,O004127,E0225,2026-01-27 19:36,刷卡,系统
V004128,O004128,E0093,2026-04-16 11:38,刷卡,系统
V004129,O004129,E0175,2026-03-23 12:00,刷卡,系统
V004130,O004130,E0021,2026-05-17 12:48,人脸识别,系统
V004131,O004131,E0048,2026-04-22 11:46,人脸识别,系统
V004132,O004132,E0233,2025-12-04 17:39,人脸识别,系统
V004133,O004133,E0101,2026-01-21 18:13,人脸识别,系统
V004134,O004134,E0082,2026-04-25 13:39,刷卡,系统
V004135,O004135,E0141,2026-05-30 07:47,人脸识别,系统
V004136,O004136,E0093,2026-03-09 06:43,人脸识别,系统
V004137,O004137,E0054,2026-05-18 11:31,人脸识别,系统
V004138,O004138,E0270,2026-03-03 19:23,人脸识别,系统
V004139,O004139,E0177,2026-03-27 19:38,刷卡,系统
V004140,O004140,E0206,2025-12-04 13:36,手工核销,操作员3
V004141,O004141,E0037,2026-02-23 06:32,人脸识别,系统
V004142,O004142,E0098,2026-05-16 12:29,手工核销,操作员3
V004143,O004143,E0054,2025-12-07 17:55,人脸识别,系统
V004144,O004144,E0280,2026-04-04 11:25,手工核销,操作员3
V004145,O004145,E0153,2025-12-10 12:42,人脸识别,系统
V004146,O004146,E0208,2026-02-23 13:54,人脸识别,系统
V004147,O004147,E0094,2026-02-01 08:43,人脸识别,系统
V004148,O004148,E0045,2026-04-02 12:13,手工核销,操作员2
V004149,O004149,E0067,2026-05-18 19:11,人脸识别,系统
V004150,O004150,E0036,2026-02-27 19:43,刷卡,系统
V004151,O004151,E0043,2025-12-29 12:02,人脸识别,系统
V004152,O004152,E0064,2026-03-29 06:06,手工核销,操作员3
V004153,O004153,E0296,2025-12-29 11:20,人脸识别,系统
V004154,O004154,E0004,2026-03-12 17:57,刷卡,系统
V004155,O004155,E0104,2026-01-14 06:26,人脸识别,系统
V004156,O004156,E0102,2026-03-27 18:09,刷卡,系统
V004157,O004157,E0106,2026-01-20 19:09,人脸识别,系统
V004158,O004158,E0282,2025-12-06 11:35,人脸识别,系统
V004159,O004159,E0271,2026-01-23 13:16,人脸识别,系统
V004160,O004160,E0069,2026-02-10 17:41,手工核销,操作员1
V004161,O004161,E0211,2026-03-30 11:33,人脸识别,系统
V004162,O004162,E0053,2026-05-17 08:17,手工核销,操作员1
V004163,O004163,E0206,2026-04-22 11:25,刷卡,系统
V004164,O004164,E0088,2025-12-19 06:01,人脸识别,系统
V004165,O004165,E0238,2025-12-22 19:08,人脸识别,系统
V004166,O004166,E0117,2025-12-16 12:53,人脸识别,系统
V004167,O004167,E0065,2026-05-20 11:44,刷卡,系统
V004168,O004168,E0217,2026-05-08 17:04,人脸识别,系统
V004169,O004169,E0089,2026-03-18 13:25,人脸识别,系统
V004170,O004170,E0018,2025-12-06 18:51,人脸识别,系统
V004171,O004171,E0077,2026-02-18 12:40,人脸识别,系统
V004172,O004172,E0155,2025-12-28 11:14,刷卡,系统
V004173,O004173,E0271,2026-04-27 11:24,人脸识别,系统
V004174,O004174,E0230,2026-05-12 19:25,人脸识别,系统
V004175,O004175,E0052,2025-12-09 19:27,人脸识别,系统
V004176,O004176,E0264,2026-03-14 08:22,刷卡,系统
V004177,O004177,E0263,2026-04-17 18:20,人脸识别,系统
V004178,O004178,E0073,2026-01-14 17:21,手工核销,操作员1
V004179,O004179,E0114,2025-12-09 08:18,刷卡,系统
V004180,O004180,E0288,2026-04-22 08:49,人脸识别,系统
V004181,O004181,E0091,2025-12-22 12:09,刷卡,系统
V004182,O004182,E0275,2026-01-17 13:41,刷卡,系统
V004183,O004183,E0066,2026-05-17 11:35,刷卡,系统
V004184,O004184,E0195,2026-03-01 12:30,人脸识别,系统
V004185,O004185,E0040,2026-03-01 11:30,手工核销,操作员5
V004186,O004186,E0147,2026-02-12 11:34,人脸识别,系统
V004187,O004187,E0147,2026-01-13 08:51,人脸识别,系统
V004188,O004188,E0173,2026-05-23 13:57,人脸识别,系统
V004189,O004189,E0163,2026-04-13 13:10,手工核销,操作员1
V004190,O004190,E0135,2026-03-27 12:16,人脸识别,系统
V004191,O004191,E0236,2025-12-24 18:32,刷卡,系统
V004192,O004192,E0272,2025-12-07 08:21,人脸识别,系统
V004193,O004193,E0021,2025-12-06 07:42,刷卡,系统
V004194,O004194,E0095,2026-03-28 08:25,人脸识别,系统
V004195,O004195,E0017,2026-05-10 12:35,人脸识别,系统
V004196,O004196,E0094,2026-02-23 18:47,人脸识别,系统
V004197,O004197,E0241,2026-03-20 11:01,刷卡,系统
V004198,O004198,E0236,2026-05-15 11:31,人脸识别,系统
V004199,O004199,E0038,2026-05-21 11:02,刷卡,系统
V004200,O004200,E0028,2026-04-24 12:55,手工核销,操作员2
V004201,O004201,E0118,2025-12-31 13:37,刷卡,系统
V004202,O004202,E0186,2026-05-14 12:49,人脸识别,系统
V004203,O004203,E0113,2026-04-18 08:22,人脸识别,系统
V004204,O004204,E0164,2026-04-12 19:49,人脸识别,系统
V004205,O004205,E0121,2026-02-02 13:00,人脸识别,系统
V004206,O004206,E0195,2026-02-14 11:04,人脸识别,系统
V004207,O004207,E0075,2026-04-10 12:43,刷卡,系统
V004208,O004208,E0281,2026-01-25 19:57,人脸识别,系统
V004209,O004209,E0083,2026-02-01 08:56,刷卡,系统
V004210,O004210,E0142,2026-03-15 08:36,刷卡,系统
V004211,O004211,E0124,2026-01-07 12:00,刷卡,系统
V004212,O004212,E0006,2025-12-22 13:17,手工核销,操作员1
V004213,O004213,E0221,2026-04-09 11:51,人脸识别,系统
V004214,O004214,E0262,2025-12-02 17:04,刷卡,系统
V004215,O004215,E0279,2026-04-19 12:17,人脸识别,系统
V004216,O004216,E0187,2026-01-09 18:34,刷卡,系统
V004217,O004217,E0011,2025-12-02 13:53,人脸识别,系统
V004218,O004218,E0174,2026-03-15 19:53,手工核销,操作员5
V004219,O004219,E0234,2025-12-12 12:31,刷卡,系统
V004220,O004220,E0248,2026-02-18 11:25,刷卡,系统
V004221,O004221,E0075,2026-01-16 18:32,人脸识别,系统
V004222,O004222,E0076,2026-05-13 06:41,人脸识别,系统
V004223,O004223,E0030,2026-04-11 19:23,人脸识别,系统
V004224,O004224,E0116,2026-05-01 11:26,刷卡,系统
V004225,O004225,E0122,2026-03-01 19:53,刷卡,系统
V004226,O004226,E0148,2026-03-11 11:18,人脸识别,系统
V004227,O004227,E0023,2026-04-09 17:17,人脸识别,系统
V004228,O004228,E0261,2025-12-15 07:14,人脸识别,系统
V004229,O004229,E0123,2026-01-18 13:26,刷卡,系统
V004230,O004230,E0120,2025-12-26 19:56,人脸识别,系统
V004231,O004231,E0262,2026-01-04 19:10,人脸识别,系统
V004232,O004232,E0153,2025-12-28 06:23,人脸识别,系统
V004233,O004233,E0057,2026-03-04 13:02,人脸识别,系统
V004234,O004234,E0159,2026-05-24 13:38,手工核销,操作员2
V004235,O004235,E0040,2025-12-24 06:06,刷卡,系统
V004236,O004236,E0244,2026-01-29 11:11,刷卡,系统
V004237,O004237,E0023,2026-02-15 19:32,手工核销,操作员1
V004238,O004238,E0226,2026-01-17 11:21,人脸识别,系统
V004239,O004239,E0165,2025-12-16 11:34,人脸识别,系统
V004240,O004240,E0087,2026-04-19 19:13,人脸识别,系统
V004241,O004241,E0034,2025-12-23 07:25,人脸识别,系统
V004242,O004242,E0042,2026-05-06 13:18,刷卡,系统
V004243,O004243,E0279,2026-05-28 18:20,手工核销,操作员2
V004244,O004244,E0173,2026-04-07 18:53,刷卡,系统
V004245,O004245,E0073,2026-04-30 19:40,人脸识别,系统
V004246,O004246,E0177,2025-12-31 18:44,人脸识别,系统
V004247,O004247,E0215,2026-04-28 06:30,人脸识别,系统
V004248,O004248,E0259,2025-12-24 11:04,人脸识别,系统
V004249,O004249,E0043,2025-12-18 17:34,人脸识别,系统
V004250,O004250,E0197,2025-12-04 07:16,人脸识别,系统
V004251,O004251,E0190,2026-04-11 08:31,人脸识别,系统
V004252,O004252,E0030,2026-02-15 17:50,刷卡,系统
V004253,O004253,E0113,2026-04-10 17:03,手工核销,操作员1
V004254,O004254,E0172,2026-03-30 12:09,刷卡,系统
V004255,O004255,E0291,2026-05-05 18:29,人脸识别,系统
V004256,O004256,E0097,2026-02-28 18:54,手工核销,操作员4
V004257,O004257,E0196,2026-03-27 19:36,人脸识别,系统
V004258,O004258,E0257,2026-03-20 17:50,刷卡,系统
V004259,O004259,E0126,2026-03-31 11:08,人脸识别,系统
V004260,O004260,E0032,2026-03-08 17:25,人脸识别,系统
V004261,O004261,E0284,2025-12-15 12:21,人脸识别,系统
V004262,O004262,E0065,2026-04-15 19:20,手工核销,操作员2
V004263,O004263,E0151,2026-05-25 18:47,刷卡,系统
V004264,O004264,E0062,2026-01-21 07:22,人脸识别,系统
V004265,O004265,E0292,2026-01-24 12:11,人脸识别,系统
V004266,O004266,E0092,2026-01-06 11:30,人脸识别,系统
V004267,O004267,E0022,2026-04-11 18:57,人脸识别,系统
V004268,O004268,E0298,2026-01-24 18:16,人脸识别,系统
V004269,O004269,E0124,2025-12-12 11:39,人脸识别,系统
V004270,O004270,E0056,2026-04-26 13:54,刷卡,系统
V004271,O004271,E0284,2026-01-06 18:44,人脸识别,系统
V004272,O004272,E0102,2025-12-07 13:20,人脸识别,系统
V004273,O004273,E0235,2026-01-24 07:53,刷卡,系统
V004274,O004274,E0153,2025-12-10 12:46,人脸识别,系统
V004275,O004275,E0016,2026-01-06 19:40,刷卡,系统
V004276,O004276,E0156,2026-02-13 17:32,人脸识别,系统
V004277,O004277,E0198,2026-03-24 13:14,刷卡,系统
V004278,O004278,E0266,2026-05-16 07:31,手工核销,操作员3
V004279,O004279,E0229,2026-03-16 11:58,人脸识别,系统
V004280,O004280,E0280,2026-04-30 19:34,人脸识别,系统
V004281,O004281,E0052,2026-05-29 13:14,人脸识别,系统
V004282,O004282,E0092,2026-03-20 12:28,刷卡,系统
V004283,O004283,E0158,2025-12-25 07:10,手工核销,操作员5
V004284,O004284,E0079,2025-12-09 17:28,人脸识别,系统
V004285,O004285,E0186,2026-02-04 13:40,刷卡,系统
V004286,O004286,E0164,2025-12-13 11:50,刷卡,系统
V004287,O004287,E0126,2026-05-18 19:21,刷卡,系统
V004288,O004288,E0270,2026-05-26 18:25,人脸识别,系统
V004289,O004289,E0128,2025-12-15 13:17,人脸识别,系统
V004290,O004290,E0269,2026-01-25 12:24,刷卡,系统
V004291,O004291,E0275,2026-05-08 12:20,手工核销,操作员4
V004292,O004292,E0228,2026-01-22 07:23,人脸识别,系统
V004293,O004293,E0025,2025-12-28 06:49,人脸识别,系统
V004294,O004294,E0050,2026-04-07 12:58,刷卡,系统
V004295,O004295,E0057,2026-01-11 07:55,人脸识别,系统
V004296,O004296,E0089,2025-12-29 19:27,人脸识别,系统
V004297,O004297,E0203,2026-05-04 06:52,刷卡,系统
V004298,O004298,E0297,2026-01-13 12:02,人脸识别,系统
V004299,O004299,E0134,2026-04-12 11:12,手工核销,操作员2
V004300,O004300,E0023,2026-05-29 13:37,人脸识别,系统
V004301,O004301,E0069,2026-03-23 12:05,人脸识别,系统
V004302,O004302,E0226,2026-03-16 17:10,人脸识别,系统
V004303,O004303,E0124,2026-05-30 13:55,人脸识别,系统
V004304,O004304,E0040,2026-05-29 17:22,人脸识别,系统
V004305,O004305,E0289,2026-01-07 12:08,刷卡,系统
V004306,O004306,E0143,2026-05-21 06:48,手工核销,操作员5
V004307,O004307,E0123,2026-05-30 12:55,刷卡,系统
V004308,O004308,E0206,2026-03-25 12:16,手工核销,操作员1
V004309,O004309,E0127,2026-04-09 19:08,手工核销,操作员5
V004310,O004310,E0264,2026-03-19 17:58,刷卡,系统
V004311,O004311,E0138,2026-02-22 06:57,刷卡,系统
V004312,O004312,E0124,2026-05-12 07:18,人脸识别,系统
V004313,O004313,E0148,2026-01-15 13:34,人脸识别,系统
V004314,O004314,E0028,2026-03-02 19:31,人脸识别,系统
V004315,O004315,E0167,2026-03-15 08:27,刷卡,系统
V004316,O004316,E0177,2026-02-10 13:27,人脸识别,系统
V004317,O004317,E0124,2026-04-18 13:45,人脸识别,系统
V004318,O004318,E0168,2025-12-29 13:14,人脸识别,系统
V004319,O004319,E0291,2026-01-16 13:18,人脸识别,系统
V004320,O004320,E0082,2026-03-21 13:32,手工核销,操作员4
V004321,O004321,E0079,2025-12-14 11:22,人脸识别,系统
V004322,O004322,E0107,2026-03-27 06:27,人脸识别,系统
V004323,O004323,E0018,2025-12-25 06:03,人脸识别,系统
V004324,O004324,E0187,2026-02-20 06:46,刷卡,系统
V004325,O004325,E0094,2026-02-02 11:46,刷卡,系统
V004326,O004326,E0088,2026-03-02 11:30,刷卡,系统
V004327,O004327,E0073,2025-12-12 12:34,人脸识别,系统
V004328,O004328,E0116,2025-12-12 11:04,人脸识别,系统
V004329,O004329,E0238,2025-12-30 11:32,人脸识别,系统
V004330,O004330,E0086,2025-12-29 11:47,刷卡,系统
V004331,O004331,E0221,2026-04-18 13:31,人脸识别,系统
V004332,O004332,E0036,2026-05-30 13:47,人脸识别,系统
V004333,O004333,E0180,2026-02-23 06:47,人脸识别,系统
V004334,O004334,E0295,2026-02-12 18:14,人脸识别,系统
V004335,O004335,E0282,2025-12-02 06:58,人脸识别,系统
V004336,O004336,E0065,2026-05-10 18:36,刷卡,系统
V004337,O004337,E0282,2025-12-25 19:33,刷卡,系统
V004338,O004338,E0135,2026-03-31 13:39,手工核销,操作员3
V004339,O004339,E0243,2026-01-12 17:46,人脸识别,系统
V004340,O004340,E0087,2026-04-25 06:08,人脸识别,系统
V004341,O004341,E0076,2026-02-12 07:40,人脸识别,系统
V004342,O004342,E0116,2026-01-22 13:34,人脸识别,系统
V004343,O004343,E0055,2026-01-08 13:46,刷卡,系统
V004344,O004344,E0179,2026-03-17 11:23,人脸识别,系统
V004345,O004345,E0277,2026-05-11 11:17,人脸识别,系统
V004346,O004346,E0299,2026-01-06 07:16,人脸识别,系统
V004347,O004347,E0155,2026-05-18 11:00,人脸识别,系统
V004348,O004348,E0229,2026-03-07 13:54,人脸识别,系统
V004349,O004349,E0214,2026-01-18 12:10,人脸识别,系统
V004350,O004350,E0133,2026-04-07 19:32,刷卡,系统
V004351,O004351,E0068,2025-12-10 12:05,刷卡,系统
V004352,O004352,E0082,2026-01-09 12:55,刷卡,系统
V004353,O004353,E0107,2026-04-25 13:28,人脸识别,系统
V004354,O004354,E0265,2026-05-02 18:57,刷卡,系统
V004355,O004355,E0156,2026-03-16 06:43,人脸识别,系统
V004356,O004356,E0122,2026-01-10 17:19,人脸识别,系统
V004357,O004357,E0021,2026-05-13 13:17,刷卡,系统
V004358,O004358,E0064,2025-12-02 13:13,人脸识别,系统
V004359,O004359,E0129,2026-05-26 17:44,人脸识别,系统
V004360,O004360,E0196,2026-01-22 17:58,人脸识别,系统
V004361,O004361,E0164,2026-04-26 13:42,刷卡,系统
V004362,O004362,E0098,2025-12-26 08:19,人脸识别,系统
V004363,O004363,E0015,2026-01-23 18:56,人脸识别,系统
V004364,O004364,E0291,2026-01-20 12:17,人脸识别,系统
V004365,O004365,E0252,2026-05-02 13:52,人脸识别,系统
V004366,O004366,E0143,2026-03-24 07:26,手工核销,操作员2
V004367,O004367,E0113,2025-12-17 13:17,人脸识别,系统
V004368,O004368,E0033,2026-03-30 18:16,刷卡,系统
V004369,O004369,E0062,2026-01-15 11:24,手工核销,操作员4
V004370,O004370,E0163,2026-01-24 21:04,刷卡,系统
V004371,O004371,E0150,2026-01-19 07:05,手工核销,操作员4
V004372,O004372,E0241,2026-02-13 08:53,刷卡,系统
V004373,O004373,E0072,2025-12-11 11:39,刷卡,系统
V004374,O004374,E0150,2026-04-19 19:35,人脸识别,系统
V004375,O004375,E0050,2026-05-17 17:32,人脸识别,系统
V004376,O004376,E0232,2026-01-17 19:14,人脸识别,系统
V004377,O004377,E0115,2026-03-31 07:38,人脸识别,系统
V004378,O004378,E0056,2026-01-25 19:15,人脸识别,系统
V004379,O004379,E0018,2025-12-30 17:37,刷卡,系统
V004380,O004380,E0147,2025-12-14 07:38,刷卡,系统
V004381,O004381,E0225,2026-03-24 11:23,人脸识别,系统
V004382,O004382,E0134,2026-01-23 13:20,人脸识别,系统
V004383,O004383,E0081,2025-12-17 11:37,人脸识别,系统
V004384,O004384,E0033,2026-05-22 17:12,手工核销,操作员5
V004385,O004385,E0017,2026-04-12 07:28,手工核销,操作员4
V004386,O004386,E0055,2026-04-10 13:33,人脸识别,系统
V004387,O004387,E0020,2025-12-09 12:04,刷卡,系统
V004388,O004388,E0243,2026-04-01 13:02,人脸识别,系统
V004389,O004389,E0181,2026-03-24 18:20,人脸识别,系统
V004390,O004390,E0263,2025-12-20 17:08,刷卡,系统
V004391,O004391,E0278,2026-02-21 13:02,刷卡,系统
V004392,O004392,E0068,2025-12-21 17:43,人脸识别,系统
V004393,O004393,E0147,2026-01-02 17:29,人脸识别,系统
V004394,O004394,E0253,2026-04-12 12:02,人脸识别,系统
V004395,O004395,E0017,2026-05-01 11:48,人脸识别,系统
V004396,O004396,E0280,2025-12-26 11:46,刷卡,系统
V004397,O004397,E0167,2026-03-18 17:48,刷卡,系统
V004398,O004398,E0119,2026-02-27 17:38,刷卡,系统
V004399,O004399,E0253,2026-03-02 11:40,人脸识别,系统
V004400,O004400,E0075,2026-01-02 13:49,刷卡,系统
V004401,O004401,E0181,2025-12-18 07:33,人脸识别,系统
V004402,O004402,E0186,2025-12-18 07:16,刷卡,系统
