订单ID,老人ID,餐品ID,下单日期,餐次,餐品单价,补贴抵扣,自付金额,订单来源,订餐渠道,退餐原因
O003835,E0065,M030,2026-02-27,午餐,12,3.3,8.7,家属代订,现场点餐,
O003836,E0127,M026,2025-12-17,晚餐,12,3.3,8.7,家属代订,现场点餐,
O003837,E0171,M010,2026-03-07,早餐,8,3.3,4.7,家属代订,小程序,
O003838,E0186,M003,2026-01-24,午餐,12,3.3,8.7,食堂替换餐品,小程序,
O003839,E0214,M013,2026-04-16,晚餐,8,3.3,4.7,家属代订,现场点餐,
O003840,E0146,M028,2026-03-20,晚餐,10,10.0,0.0,老人主动选择,小程序,
O003841,E0010,M027,2025-12-24,晚餐,15,6.7,8.3,老人主动选择,社区代办,
O003842,E0080,M018,2026-04-23,晚餐,8,3.3,4.7,家属代订,小程序,
O003843,E0077,M027,2025-12-13,午餐,10,3.3,6.7,家属代订,现场点餐,
O003844,E0164,M013,2026-02-16,晚餐,8,6.7,1.3,家属代订,电话订餐,盐分过高
O003845,E0063,M030,2026-02-23,晚餐,12,12.0,0.0,老人主动选择,小程序,
O003846,E0145,M024,2026-02-11,午餐,10,3.3,6.7,食堂替换餐品,小程序,
O003847,E0153,M014,2025-12-29,午餐,8,8.0,0.0,家属代订,现场点餐,
O003848,E0252,M030,2026-05-18,午餐,10,6.7,3.3,家属代订,小程序,
O003849,E0080,M014,2026-05-30,午餐,8,3.3,4.7,老人主动选择,电话订餐,
O003850,E0072,M007,2026-02-06,午餐,8,8.0,0.0,食堂替换餐品,小程序,
O003851,E0244,M012,2026-02-12,午餐,10,6.7,3.3,家属代订,电话订餐,
O003852,E0062,M025,2026-03-09,午餐,10,6.7,3.3,家属代订,电话订餐,
O003853,E0133,M004,2026-03-27,午餐,10,10.0,0.0,食堂替换餐品,电话订餐,
O003854,E0076,M016,2026-04-16,早餐,12,6.7,5.3,食堂替换餐品,小程序,
O003855,E0147,M019,2026-05-28,晚餐,15,3.3,11.7,老人主动选择,电话订餐,
O003856,E0202,M010,2026-05-25,早餐,8,3.3,4.7,食堂替换餐品,现场点餐,
O003857,E0187,M016,2026-05-26,早餐,8,3.3,4.7,家属代订,社区代办,
O003858,E0174,M005,2026-04-25,午餐,10,3.3,6.7,老人主动选择,现场点餐,
O003859,E0273,M027,2026-04-17,午餐,8,3.3,4.7,老人主动选择,小程序,
O003860,E0181,M016,2026-03-25,早餐,15,13.3,1.7,老人主动选择,小程序,
O003861,E0123,M001,2026-01-23,午餐,15,15.0,0.0,家属代订,小程序,
O003862,E0294,M005,2026-02-17,晚餐,8,3.3,4.7,家属代订,小程序,
O003863,E0130,M013,2025-12-15,午餐,8,3.3,4.7,老人主动选择,小程序,
O003864,E0036,M013,2026-04-18,午餐,10,10.0,0.0,家属代订,小程序,
O003865,E0296,M003,2025-12-07,早餐,15,6.7,8.3,家属代订,小程序,
O003866,E0046,M017,2025-12-10,午餐,8,3.3,4.7,家属代订,小程序,
O003867,E0055,M019,2026-03-22,晚餐,15,6.7,8.3,食堂替换餐品,小程序,
O003868,E0195,M005,2026-03-16,午餐,8,6.7,1.3,家属代订,小程序,
O003869,E0147,M005,2026-03-15,晚餐,12,3.3,8.7,老人主动选择,小程序,
O003870,E0283,M015,2026-01-16,午餐,15,13.3,1.7,家属代订,现场点餐,
O003871,E0235,M010,2026-03-28,晚餐,12,6.7,5.3,食堂替换餐品,小程序,
O003872,E0262,M012,2026-04-05,晚餐,10,6.7,3.3,老人主动选择,小程序,
O003873,E0093,M024,2026-04-27,晚餐,15,3.3,11.7,食堂替换餐品,小程序,
O003874,E0041,M011,2026-03-08,晚餐,8,3.3,4.7,老人主动选择,电话订餐,
O003875,E0062,M001,2026-04-29,午餐,8,6.7,1.3,老人主动选择,现场点餐,
O003876,E0185,M023,2026-01-17,晚餐,12,3.3,8.7,家属代订,小程序,
O003877,E0097,M021,2026-02-20,午餐,15,6.7,8.3,家属代订,电话订餐,
O003878,E0031,M003,2025-12-16,晚餐,15,3.3,11.7,家属代订,现场点餐,
O003879,E0261,M004,2026-04-12,早餐,15,3.3,11.7,老人主动选择,电话订餐,
O003880,E0177,M019,2026-02-12,午餐,10,3.3,6.7,家属代订,现场点餐,
O003881,E0109,M024,2025-12-21,晚餐,15,6.7,8.3,家属代订,现场点餐,
O003882,E0008,M020,2025-12-17,早餐,10,6.7,3.3,老人主动选择,小程序,
O003883,E0050,M003,2025-12-24,午餐,8,6.7,1.3,家属代订,小程序,
O003884,E0151,M018,2025-12-23,晚餐,12,3.3,8.7,家属代订,现场点餐,
O003885,E0077,M003,2026-02-25,午餐,12,3.3,8.7,老人主动选择,社区代办,
O003886,E0244,M007,2026-04-18,午餐,15,6.7,8.3,老人主动选择,现场点餐,
O003887,E0175,M022,2026-05-24,午餐,12,6.7,5.3,老人主动选择,小程序,
O003888,E0196,M026,2025-12-02,午餐,15,6.7,8.3,家属代订,小程序,
O003889,E0079,M028,2025-12-22,早餐,8,3.3,4.7,老人主动选择,现场点餐,
O003890,E0210,M029,2026-04-18,早餐,8,6.7,1.3,老人主动选择,电话订餐,
O003891,E0206,M021,2025-12-15,早餐,8,3.3,4.7,老人主动选择,电话订餐,
O003892,E0015,M024,2026-04-19,午餐,12,3.3,8.7,老人主动选择,电话订餐,
O003893,E0080,M027,2026-04-01,午餐,15,3.3,11.7,老人主动选择,小程序,
O003894,E0233,M001,2026-04-02,晚餐,10,6.7,3.3,老人主动选择,现场点餐,
O003895,E0007,M019,2026-05-13,午餐,8,8.0,0.0,老人主动选择,现场点餐,
O003896,E0019,M018,2026-03-02,晚餐,8,8.0,0.0,老人主动选择,电话订餐,
O003897,E0051,M002,2025-12-23,早餐,10,3.3,6.7,食堂替换餐品,电话订餐,健康原因退餐
O003898,E0037,M028,2026-05-04,午餐,10,3.3,6.7,老人主动选择,现场点餐,
O003899,E0207,M027,2026-02-26,午餐,12,6.7,5.3,食堂替换餐品,小程序,
O003900,E0026,M012,2026-04-21,晚餐,8,6.7,1.3,家属代订,小程序,
O003901,E0208,M017,2026-03-09,晚餐,12,3.3,8.7,老人主动选择,小程序,
O003902,E0210,M021,2025-12-27,晚餐,8,6.7,1.3,老人主动选择,社区代办,
O003903,E0281,M021,2025-12-21,早餐,12,12.0,0.0,食堂替换餐品,小程序,
O003904,E0171,M003,2026-01-18,晚餐,12,3.3,8.7,家属代订,小程序,
O003905,E0295,M012,2026-01-13,午餐,10,6.7,3.3,老人主动选择,电话订餐,
O003906,E0116,M028,2026-01-13,晚餐,15,3.3,11.7,老人主动选择,小程序,
O003907,E0065,M025,2026-04-07,午餐,15,3.3,11.7,老人主动选择,小程序,
O003908,E0213,M012,2026-05-19,午餐,15,13.3,1.7,家属代订,电话订餐,
O003909,E0099,M006,2025-12-23,早餐,8,8.0,0.0,食堂替换餐品,电话订餐,
O003910,E0199,M030,2026-04-08,午餐,10,10.0,0.0,老人主动选择,电话订餐,
O003911,E0006,M010,2025-12-29,午餐,10,3.3,6.7,老人主动选择,现场点餐,
O003912,E0281,M030,2026-01-05,早餐,10,10.0,0.0,老人主动选择,现场点餐,
O003913,E0070,M022,2026-01-24,早餐,8,6.7,1.3,食堂替换餐品,电话订餐,
O003914,E0121,M026,2026-03-20,晚餐,12,6.7,5.3,家属代订,电话订餐,
O003915,E0227,M006,2025-12-27,午餐,12,3.3,8.7,食堂替换餐品,小程序,
O003916,E0182,M014,2026-02-27,晚餐,15,13.3,1.7,老人主动选择,电话订餐,餐品不合口味
O003917,E0269,M002,2025-12-18,晚餐,15,13.3,1.7,家属代订,小程序,
O003918,E0089,M011,2026-01-07,晚餐,8,3.3,4.7,老人主动选择,小程序,
O003919,E0022,M015,2025-12-20,晚餐,8,6.7,1.3,食堂替换餐品,小程序,
O003920,E0027,M026,2025-12-19,晚餐,15,13.3,1.7,老人主动选择,小程序,
O003921,E0210,M026,2025-12-13,午餐,12,6.7,5.3,家属代订,电话订餐,
O003922,E0167,M008,2025-12-17,早餐,12,6.7,5.3,老人主动选择,电话订餐,
O003923,E0045,M022,2025-12-30,午餐,10,6.7,3.3,家属代订,小程序,
O003924,E0163,M013,2026-01-12,午餐,15,6.7,8.3,老人主动选择,社区代办,
O003925,E0016,M030,2026-01-17,早餐,15,6.7,8.3,老人主动选择,电话订餐,
O003926,E0213,M019,2026-01-12,午餐,12,12.0,0.0,老人主动选择,现场点餐,过于油腻
O003927,E0112,M010,2026-03-03,午餐,10,3.3,6.7,家属代订,电话订餐,
O003928,E0001,M009,2026-03-24,晚餐,15,3.3,11.7,老人主动选择,小程序,
O003929,E0032,M018,2026-02-04,午餐,12,3.3,8.7,老人主动选择,社区代办,
O003930,E0042,M007,2026-03-29,午餐,12,6.7,5.3,老人主动选择,现场点餐,
O003931,E0184,M003,2026-01-22,午餐,12,3.3,8.7,老人主动选择,电话订餐,
O003932,E0037,M012,2026-02-10,午餐,10,3.3,6.7,老人主动选择,小程序,
O003933,E0144,M015,2026-02-16,晚餐,10,3.3,6.7,老人主动选择,小程序,
O003934,E0244,M022,2026-05-11,早餐,12,6.7,5.3,老人主动选择,现场点餐,
O003935,E0172,M021,2026-02-12,午餐,10,6.7,3.3,老人主动选择,小程序,
O003936,E0037,M013,2026-02-10,午餐,10,3.3,6.7,家属代订,电话订餐,
O003937,E0158,M006,2025-12-10,午餐,10,10.0,0.0,老人主动选择,电话订餐,
O003938,E0255,M008,2026-01-28,午餐,10,6.7,3.3,家属代订,小程序,
O003939,E0250,M014,2025-12-12,午餐,8,6.7,1.3,老人主动选择,现场点餐,
O003940,E0195,M003,2026-02-21,午餐,15,6.7,8.3,食堂替换餐品,现场点餐,
O003941,E0297,M016,2026-03-30,午餐,15,13.3,1.7,老人主动选择,小程序,
O003942,E0067,M018,2026-01-23,晚餐,10,3.3,6.7,家属代订,电话订餐,
O003943,E0012,M024,2025-12-02,午餐,12,6.7,5.3,老人主动选择,现场点餐,健康原因退餐
O003944,E0006,M017,2025-12-03,午餐,15,3.3,11.7,老人主动选择,电话订餐,
O003945,E0131,M018,2026-01-06,午餐,10,3.3,6.7,老人主动选择,电话订餐,
O003946,E0198,M010,2026-03-07,早餐,15,3.3,11.7,老人主动选择,电话订餐,
O003947,E0256,M017,2026-03-13,晚餐,12,12.0,0.0,老人主动选择,小程序,
O003948,E0237,M016,2026-03-24,午餐,10,3.3,6.7,老人主动选择,社区代办,送餐太晚
O003949,E0029,M021,2026-05-10,晚餐,12,12.0,0.0,食堂替换餐品,电话订餐,
O003950,E0194,M024,2025-12-01,午餐,15,6.7,8.3,老人主动选择,小程序,
O003951,E0119,M002,2026-04-07,晚餐,8,3.3,4.7,老人主动选择,现场点餐,
O003952,E0234,M020,2025-12-06,午餐,12,3.3,8.7,家属代订,电话订餐,
O003953,E0099,M004,2026-05-05,早餐,10,10.0,0.0,家属代订,小程序,
O003954,E0294,M011,2026-04-24,早餐,10,3.3,6.7,老人主动选择,现场点餐,
O003955,E0189,M027,2026-01-26,午餐,12,12.0,0.0,家属代订,小程序,
O003956,E0191,M007,2026-02-08,午餐,8,3.3,4.7,老人主动选择,电话订餐,
O003957,E0097,M017,2026-05-29,午餐,15,6.7,8.3,老人主动选择,电话订餐,
O003958,E0233,M025,2026-01-13,晚餐,15,6.7,8.3,老人主动选择,小程序,
O003959,E0234,M019,2025-12-11,午餐,15,3.3,11.7,老人主动选择,现场点餐,
O003960,E0102,M006,2026-04-20,午餐,15,3.3,11.7,老人主动选择,现场点餐,
O003961,E0137,M010,2026-02-14,晚餐,15,3.3,11.7,老人主动选择,现场点餐,
O003962,E0179,M030,2026-05-07,午餐,10,3.3,6.7,老人主动选择,电话订餐,
O003963,E0215,M021,2026-02-23,晚餐,10,3.3,6.7,家属代订,社区代办,
O003964,E0215,M004,2026-02-04,午餐,12,3.3,8.7,家属代订,小程序,
O003965,E0062,M025,2026-01-22,午餐,12,6.7,5.3,家属代订,电话订餐,
O003966,E0160,M027,2025-12-18,早餐,15,3.3,11.7,家属代订,社区代办,
O003967,E0010,M028,2025-12-26,晚餐,15,6.7,8.3,食堂替换餐品,小程序,
O003968,E0087,M030,2026-04-11,晚餐,15,3.3,11.7,食堂替换餐品,小程序,
O003969,E0266,M025,2026-01-11,晚餐,8,3.3,4.7,食堂替换餐品,社区代办,
O003970,E0147,M001,2026-04-05,午餐,12,3.3,8.7,老人主动选择,社区代办,
O003971,E0065,M007,2026-03-27,晚餐,10,3.3,6.7,老人主动选择,现场点餐,
O003972,E0116,M026,2026-04-13,午餐,15,3.3,11.7,老人主动选择,电话订餐,
O003973,E0081,M025,2026-03-12,午餐,12,6.7,5.3,老人主动选择,电话订餐,
O003974,E0021,M021,2026-04-16,晚餐,8,6.7,1.3,老人主动选择,小程序,
O003975,E0133,M016,2026-04-27,早餐,8,8.0,0.0,老人主动选择,电话订餐,
O003976,E0174,M017,2026-01-07,午餐,15,3.3,11.7,食堂替换餐品,电话订餐,
O003977,E0133,M024,2026-01-19,午餐,10,10.0,0.0,老人主动选择,小程序,
O003978,E0036,M005,2026-01-29,晚餐,12,12.0,0.0,老人主动选择,电话订餐,
O003979,E0061,M022,2026-04-20,午餐,10,6.7,3.3,老人主动选择,电话订餐,
O003980,E0070,M023,2026-03-29,午餐,15,6.7,8.3,家属代订,现场点餐,
O003981,E0265,M010,2026-03-09,晚餐,15,13.3,1.7,老人主动选择,电话订餐,
O003982,E0299,M007,2026-03-04,午餐,8,8.0,0.0,老人主动选择,现场点餐,
O003983,E0005,M013,2026-05-19,午餐,8,6.7,1.3,食堂替换餐品,小程序,
O003984,E0033,M030,2026-02-06,午餐,12,3.3,8.7,家属代订,电话订餐,
O003985,E0293,M028,2026-05-02,晚餐,15,3.3,11.7,家属代订,电话订餐,
O003986,E0268,M007,2026-05-08,早餐,15,13.3,1.7,食堂替换餐品,小程序,
O003987,E0231,M015,2026-04-19,午餐,12,3.3,8.7,老人主动选择,小程序,
O003988,E0055,M017,2026-02-02,早餐,10,6.7,3.3,家属代订,现场点餐,
O003989,E0033,M023,2026-02-17,午餐,8,3.3,4.7,老人主动选择,电话订餐,
O003990,E0009,M027,2026-01-22,午餐,15,6.7,8.3,家属代订,社区代办,
O003991,E0269,M003,2025-12-26,午餐,15,13.3,1.7,老人主动选择,电话订餐,
O003992,E0230,M005,2026-04-17,午餐,10,3.3,6.7,老人主动选择,小程序,
O003993,E0108,M010,2026-04-19,晚餐,10,10.0,0.0,老人主动选择,电话订餐,
O003994,E0095,M005,2026-04-29,晚餐,10,6.7,3.3,老人主动选择,现场点餐,
O003995,E0101,M024,2026-05-30,晚餐,8,6.7,1.3,老人主动选择,电话订餐,
O003996,E0213,M007,2025-12-21,午餐,12,12.0,0.0,老人主动选择,现场点餐,
O003997,E0280,M007,2026-05-12,早餐,15,6.7,8.3,家属代订,现场点餐,
O003998,E0080,M022,2026-02-09,午餐,8,3.3,4.7,老人主动选择,小程序,
O003999,E0214,M023,2026-02-20,晚餐,10,3.3,6.7,老人主动选择,小程序,
O004000,E0276,M014,2026-05-04,午餐,15,3.3,11.7,家属代订,电话订餐,
O004001,E0254,M023,2026-01-29,晚餐,15,13.3,1.7,家属代订,小程序,
O004002,E0125,M015,2026-03-09,早餐,8,3.3,4.7,老人主动选择,电话订餐,
O004003,E0045,M005,2026-01-16,午餐,10,6.7,3.3,老人主动选择,现场点餐,
O004004,E0013,M005,2026-04-22,午餐,10,10.0,0.0,家属代订,电话订餐,盐分过高
O004005,E0058,M004,2025-12-06,午餐,12,3.3,8.7,老人主动选择,电话订餐,
O004006,E0057,M030,2025-12-10,午餐,10,3.3,6.7,老人主动选择,电话订餐,
O004007,E0017,M020,2026-03-30,午餐,8,8.0,0.0,老人主动选择,小程序,
O004008,E0120,M021,2025-12-08,午餐,12,6.7,5.3,食堂替换餐品,现场点餐,
O004009,E0074,M026,2025-12-23,午餐,12,3.3,8.7,老人主动选择,现场点餐,
O004010,E0015,M009,2026-03-14,早餐,12,3.3,8.7,老人主动选择,电话订餐,
O004011,E0191,M030,2026-04-03,晚餐,12,3.3,8.7,食堂替换餐品,小程序,
O004012,E0139,M027,2026-01-03,午餐,12,12.0,0.0,老人主动选择,现场点餐,
O004013,E0109,M012,2026-01-10,午餐,8,6.7,1.3,老人主动选择,电话订餐,
O004014,E0030,M016,2026-05-17,午餐,15,13.3,1.7,老人主动选择,小程序,
O004015,E0021,M022,2025-12-11,晚餐,10,6.7,3.3,食堂替换餐品,社区代办,
O004016,E0035,M008,2025-12-01,午餐,15,15.0,0.0,家属代订,现场点餐,糖分过高
O004017,E0084,M009,2026-05-07,晚餐,15,3.3,11.7,家属代订,电话订餐,
O004018,E0288,M012,2026-05-20,午餐,10,6.7,3.3,老人主动选择,电话订餐,
O004019,E0164,M030,2026-02-20,午餐,10,6.7,3.3,老人主动选择,社区代办,
O004020,E0239,M020,2025-12-12,午餐,15,6.7,8.3,老人主动选择,现场点餐,
O004021,E0087,M028,2026-01-22,午餐,10,3.3,6.7,老人主动选择,电话订餐,
O004022,E0197,M029,2025-12-08,午餐,12,6.7,5.3,家属代订,现场点餐,
O004023,E0024,M007,2026-05-24,午餐,10,6.7,3.3,家属代订,小程序,
O004024,E0134,M021,2025-12-09,午餐,10,10.0,0.0,家属代订,小程序,
O004025,E0199,M004,2025-12-09,午餐,12,12.0,0.0,老人主动选择,小程序,
O004026,E0198,M028,2026-04-08,晚餐,12,3.3,8.7,家属代订,小程序,
O004027,E0004,M023,2026-05-21,午餐,12,3.3,8.7,家属代订,现场点餐,
O004028,E0170,M003,2026-01-28,午餐,10,6.7,3.3,老人主动选择,小程序,
O004029,E0131,M001,2026-03-16,晚餐,12,3.3,8.7,家属代订,现场点餐,
O004030,E0043,M007,2025-12-09,午餐,12,6.7,5.3,老人主动选择,电话订餐,
O004031,E0135,M009,2026-04-04,早餐,8,6.7,1.3,家属代订,小程序,
O004032,E0116,M002,2025-12-16,晚餐,8,3.3,4.7,食堂替换餐品,小程序,
O004033,E0200,M007,2026-01-07,午餐,10,3.3,6.7,老人主动选择,电话订餐,
O004034,E0182,M010,2026-04-18,晚餐,12,12.0,0.0,老人主动选择,小程序,
O004035,E0263,M002,2026-05-02,早餐,10,3.3,6.7,老人主动选择,电话订餐,
O004036,E0045,M013,2026-01-28,早餐,8,6.7,1.3,家属代订,现场点餐,
O004037,E0229,M029,2025-12-29,早餐,8,6.7,1.3,家属代订,电话订餐,
O004038,E0155,M003,2026-05-17,午餐,12,3.3,8.7,老人主动选择,现场点餐,
O004039,E0121,M013,2025-12-08,早餐,10,6.7,3.3,家属代订,现场点餐,
O004040,E0223,M010,2026-03-08,早餐,8,6.7,1.3,家属代订,现场点餐,
O004041,E0288,M030,2026-04-13,晚餐,15,6.7,8.3,食堂替换餐品,小程序,
O004042,E0016,M012,2026-05-22,晚餐,12,6.7,5.3,老人主动选择,社区代办,
O004043,E0065,M026,2026-03-19,晚餐,10,3.3,6.7,老人主动选择,电话订餐,
O004044,E0098,M003,2026-05-30,晚餐,15,3.3,11.7,食堂替换餐品,现场点餐,
O004045,E0126,M028,2026-03-18,午餐,12,12.0,0.0,老人主动选择,现场点餐,
O004046,E0052,M029,2026-04-28,晚餐,12,6.7,5.3,家属代订,电话订餐,
O004047,E0083,M020,2026-01-26,午餐,8,3.3,4.7,家属代订,社区代办,
O004048,E0183,M006,2025-12-29,午餐,10,10.0,0.0,老人主动选择,小程序,
O004049,E0110,M003,2025-12-04,晚餐,8,6.7,1.3,老人主动选择,电话订餐,临时外出
O004050,E0017,M029,2025-12-06,午餐,15,15.0,0.0,老人主动选择,小程序,
O004051,E0129,M025,2026-04-03,晚餐,15,15.0,0.0,老人主动选择,小程序,
O004052,E0264,M002,2026-04-13,午餐,15,3.3,11.7,老人主动选择,现场点餐,
O004053,E0193,M023,2026-01-22,早餐,15,13.3,1.7,家属代订,小程序,
O004054,E0284,M022,2026-04-11,早餐,15,6.7,8.3,老人主动选择,现场点餐,
O004055,E0280,M014,2025-12-09,早餐,10,6.7,3.3,老人主动选择,电话订餐,过于油腻
O004056,E0181,M015,2026-02-07,晚餐,10,10.0,0.0,老人主动选择,电话订餐,
O004057,E0022,M018,2026-02-12,晚餐,12,6.7,5.3,老人主动选择,小程序,
O004058,E0096,M027,2026-03-21,午餐,12,6.7,5.3,老人主动选择,小程序,
O004059,E0268,M019,2026-02-25,午餐,10,10.0,0.0,老人主动选择,社区代办,
O004060,E0114,M022,2025-12-22,午餐,12,3.3,8.7,老人主动选择,现场点餐,
O004061,E0191,M010,2026-01-06,晚餐,8,3.3,4.7,老人主动选择,小程序,盐分过高
O004062,E0051,M020,2026-02-09,午餐,10,3.3,6.7,老人主动选择,小程序,
O004063,E0287,M017,2025-12-06,晚餐,8,8.0,0.0,家属代订,小程序,
O004064,E0286,M017,2026-01-20,午餐,15,13.3,1.7,老人主动选择,小程序,
O004065,E0024,M019,2026-03-09,晚餐,15,6.7,8.3,老人主动选择,现场点餐,
O004066,E0051,M024,2026-05-27,午餐,12,3.3,8.7,食堂替换餐品,现场点餐,
O004067,E0100,M027,2026-03-06,午餐,10,6.7,3.3,家属代订,电话订餐,
O004068,E0277,M004,2026-04-21,午餐,15,3.3,11.7,老人主动选择,现场点餐,
O004069,E0191,M011,2025-12-11,晚餐,12,3.3,8.7,老人主动选择,小程序,
O004070,E0255,M017,2025-12-10,晚餐,8,6.7,1.3,家属代订,电话订餐,
O004071,E0151,M024,2025-12-13,午餐,10,3.3,6.7,老人主动选择,现场点餐,
O004072,E0241,M010,2026-03-31,午餐,12,3.3,8.7,老人主动选择,小程序,
O004073,E0061,M022,2026-05-11,晚餐,15,6.7,8.3,老人主动选择,小程序,
O004074,E0238,M017,2025-12-01,晚餐,8,3.3,4.7,食堂替换餐品,电话订餐,
O004075,E0046,M012,2025-12-24,午餐,8,3.3,4.7,家属代订,小程序,
O004076,E0232,M010,2025-12-05,早餐,12,3.3,8.7,老人主动选择,电话订餐,
O004077,E0014,M010,2026-05-09,早餐,10,6.7,3.3,老人主动选择,电话订餐,
O004078,E0293,M006,2025-12-12,晚餐,12,3.3,8.7,老人主动选择,小程序,
O004079,E0172,M017,2026-05-29,早餐,15,6.7,8.3,老人主动选择,小程序,
O004080,E0120,M026,2025-12-03,午餐,10,6.7,3.3,食堂替换餐品,小程序,
O004081,E0123,M026,2026-02-23,午餐,15,15.0,0.0,老人主动选择,电话订餐,
O004082,E0163,M019,2026-03-27,午餐,8,6.7,1.3,食堂替换餐品,小程序,
O004083,E0190,M002,2026-04-01,午餐,8,6.7,1.3,老人主动选择,现场点餐,
O004084,E0176,M004,2025-12-24,午餐,15,3.3,11.7,老人主动选择,现场点餐,
O004085,E0055,M018,2026-01-17,午餐,15,6.7,8.3,老人主动选择,小程序,
O004086,E0279,M027,2026-01-20,晚餐,8,6.7,1.3,家属代订,现场点餐,
O004087,E0003,M029,2026-05-24,晚餐,12,6.7,5.3,老人主动选择,电话订餐,
O004088,E0162,M021,2026-05-27,早餐,12,12.0,0.0,家属代订,小程序,
O004089,E0071,M004,2026-03-28,早餐,12,3.3,8.7,老人主动选择,电话订餐,
O004090,E0261,M006,2026-03-06,午餐,15,3.3,11.7,老人主动选择,现场点餐,
O004091,E0194,M014,2026-02-14,晚餐,15,6.7,8.3,家属代订,小程序,
O004092,E0110,M007,2025-12-06,晚餐,8,6.7,1.3,老人主动选择,小程序,
O004093,E0050,M012,2026-03-10,晚餐,10,6.7,3.3,老人主动选择,小程序,
O004094,E0268,M002,2026-01-07,晚餐,12,12.0,0.0,老人主动选择,小程序,
O004095,E0262,M018,2026-03-02,午餐,12,6.7,5.3,老人主动选择,小程序,
O004096,E0159,M024,2026-04-20,早餐,12,12.0,0.0,家属代订,电话订餐,
O004097,E0127,M013,2026-04-29,午餐,8,3.3,4.7,老人主动选择,小程序,
O004098,E0067,M013,2026-04-09,晚餐,10,3.3,6.7,食堂替换餐品,小程序,
O004099,E0140,M025,2026-03-03,午餐,10,6.7,3.3,食堂替换餐品,小程序,
O004100,E0277,M005,2026-02-15,晚餐,10,3.3,6.7,老人主动选择,现场点餐,
O004101,E0099,M007,2025-12-13,晚餐,12,12.0,0.0,老人主动选择,小程序,
O004102,E0025,M029,2025-12-29,晚餐,15,3.3,11.7,家属代订,电话订餐,
O004103,E0073,M012,2026-05-11,早餐,12,3.3,8.7,食堂替换餐品,电话订餐,
O004104,E0048,M025,2026-04-26,早餐,10,10.0,0.0,老人主动选择,现场点餐,
O004105,E0157,M014,2026-04-16,晚餐,8,6.7,1.3,食堂替换餐品,电话订餐,
O004106,E0278,M001,2026-03-26,早餐,10,6.7,3.3,食堂替换餐品,小程序,
O004107,E0262,M024,2026-03-05,早餐,12,6.7,5.3,老人主动选择,小程序,
O004108,E0240,M010,2026-05-10,晚餐,15,13.3,1.7,家属代订,小程序,
O004109,E0120,M026,2025-12-24,晚餐,10,6.7,3.3,老人主动选择,电话订餐,健康原因退餐
O004110,E0032,M025,2026-05-22,午餐,15,3.3,11.7,家属代订,小程序,
O004111,E0209,M009,2026-04-09,晚餐,10,6.7,3.3,老人主动选择,小程序,
O004112,E0229,M010,2026-02-17,早餐,15,6.7,8.3,老人主动选择,电话订餐,
O004113,E0124,M007,2026-01-26,午餐,15,6.7,8.3,家属代订,小程序,
O004114,E0217,M016,2026-03-05,午餐,10,6.7,3.3,老人主动选择,现场点餐,
O004115,E0042,M028,2026-01-26,晚餐,8,6.7,1.3,家属代订,小程序,
O004116,E0098,M028,2026-04-23,早餐,12,3.3,8.7,食堂替换餐品,社区代办,
O004117,E0178,M012,2026-03-17,午餐,12,6.7,5.3,老人主动选择,社区代办,
O004118,E0193,M012,2026-02-17,午餐,10,10.0,0.0,老人主动选择,现场点餐,
O004119,E0041,M026,2026-04-13,晚餐,15,3.3,11.7,家属代订,社区代办,
O004120,E0210,M019,2025-12-14,午餐,12,6.7,5.3,老人主动选择,小程序,
O004121,E0115,M029,2025-12-27,午餐,15,6.7,8.3,家属代订,现场点餐,
O004122,E0274,M013,2026-01-07,早餐,8,3.3,4.7,老人主动选择,小程序,
O004123,E0139,M021,2026-04-26,午餐,10,10.0,0.0,家属代订,现场点餐,
O004124,E0028,M029,2026-05-14,午餐,8,8.0,0.0,老人主动选择,小程序,
O004125,E0073,M018,2026-04-06,晚餐,15,3.3,11.7,老人主动选择,小程序,
O004126,E0172,M027,2025-12-04,午餐,15,6.7,8.3,老人主动选择,社区代办,
O004127,E0225,M026,2026-01-27,晚餐,10,3.3,6.7,老人主动选择,小程序,
O004128,E0093,M003,2026-04-16,午餐,15,3.3,11.7,老人主动选择,现场点餐,
O004129,E0175,M026,2026-03-23,午餐,10,6.7,3.3,家属代订,现场点餐,
O004130,E0021,M007,2026-05-17,午餐,10,6.7,3.3,老人主动选择,小程序,
O004131,E0048,M001,2026-04-22,午餐,8,8.0,0.0,老人主动选择,电话订餐,
O004132,E0233,M003,2025-12-04,晚餐,12,6.7,5.3,老人主动选择,小程序,
O004133,E0101,M021,2026-01-21,晚餐,12,6.7,5.3,家属代订,社区代办,
O004134,E0082,M027,2026-04-25,午餐,15,6.7,8.3,家属代订,社区代办,
O004135,E0141,M014,2026-05-30,早餐,12,12.0,0.0,老人主动选择,现场点餐,
O004136,E0093,M004,2026-03-09,早餐,15,3.3,11.7,食堂替换餐品,现场点餐,
O004137,E0054,M019,2026-05-18,午餐,12,6.7,5.3,食堂替换餐品,小程序,
O004138,E0270,M022,2026-03-03,晚餐,8,3.3,4.7,老人主动选择,小程序,
O004139,E0177,M028,2026-03-27,晚餐,12,3.3,8.7,家属代订,小程序,
O004140,E0206,M006,2025-12-04,午餐,15,3.3,11.7,老人主动选择,电话订餐,
O004141,E0037,M020,2026-02-23,早餐,15,3.3,11.7,食堂替换餐品,小程序,
